max_bo_tension,ass_curv,max_bo_curv,ass_tension
110.3139496,0.005369241,0.020907717,79.66603851
52.27425766,0.004157129,0.064792712,15.63356018
58.31399918,0.003576212,0.050291284,24.58998108
73.5730896,0.003671955,0.03744418,41.57741165
59.22085953,0.00324742,0.06102869,19.85329819
100.4163666,0.005453061,0.022850626,70.82744598
69.60868073,0.006233176,0.034673205,40.16743088
121.5846558,0.003075579,0.026250408,92.02498627
102.2403946,0.005637545,0.022764438,73.12405396
70.57781982,0.005923068,0.03407904,39.8365097
106.9735641,0.003563742,0.048744211,69.24607086
56.75400543,0.004964027,0.050563597,21.99789619
70.29724884,0.005750636,0.033925844,39.52929688
192.6644745,0.003171259,0.071080593,154.3336792
57.2143898,0.003585823,0.050751035,23.70103073
116.508873,0.003314231,0.034147557,84.23618317
71.21411896,0.003283757,0.058642735,26.9110527
196.2261047,0.002944065,0.052117635,161.708252
55.89888382,0.005176466,0.052029218,21.54245567
113.8632584,0.003511895,0.051306576,74.30397034
114.1555862,0.00287426,0.022373521,85.43110657
74.99977112,0.003680029,0.038407597,43.30237961
52.27395248,0.004156883,0.064782878,15.65596676
117.0733414,0.003073885,0.026680763,86.59391785
56.03719711,0.005359509,0.053465914,21.88945389
172.5992279,0.002930977,0.040359948,137.3662872
68.87289429,0.006037595,0.034799312,39.14556503
141.364563,0.003018213,0.03170792,108.8383942
70.8368988,0.005918584,0.033726094,40.93852615
110.8961029,0.003355457,0.034601033,78.87786865
75.34877014,0.003297851,0.059509906,27.87582207
78.35215759,0.003653749,0.035718763,47.28611755
117.3709106,0.003287464,0.033903968,84.93358612
76.19226837,0.002910756,0.079029194,18.8468399
102.6316681,0.00301076,0.023328764,73.88113403
192.2326813,0.002982412,0.052310187,157.7206879
49.44588089,0.003654082,0.080585159,11.90105247
84.81895447,0.00363785,0.040145351,49.83845901
98.8636322,0.003109531,0.024732363,70.80258179
69.84526825,0.005937521,0.034490764,39.36872482
226.6802673,0.002718414,0.049670875,195.3140869
104.3132629,0.005519956,0.022414471,74.67795563
78.06999969,0.003679032,0.037131393,46.29493332
97.76631165,0.005635478,0.023441681,67.98898315
60.94856262,0.002703131,0.081047188,14.34058094
95.70279694,0.005665677,0.023452624,66.65391541
89.79942322,0.00563366,0.025358044,60.33986664
117.4434357,0.003291894,0.034101094,85.02490997
73.95684052,0.003680046,0.037089293,42.02339935
65.01203156,0.003484513,0.051895714,27.17096329
58.63265991,0.00353377,0.05263159,23.73106003
55.89941788,0.005168917,0.051903133,21.48804283
99.80854034,0.00566437,0.022805989,70.09069824
80.54257202,0.003660567,0.036461092,48.64025497
110.5061951,0.003363891,0.034770999,78.52505493
84.34198761,0.003418942,0.028642267,56.46011353
90.31489563,0.003609221,0.038791347,56.82911301
102.075058,0.005410382,0.022728851,72.23049164
126.5596313,0.003170716,0.03294819,94.2407074
70.64185333,0.006200552,0.035922713,41.43626785
84.43533325,0.003639187,0.040005386,49.56945801
121.2273712,0.00308126,0.027835473,90.60370636
90.81399536,0.003203328,0.025764752,62.47472763
161.4523773,0.003151817,0.049443826,124.0002213
107.053688,0.003053775,0.024592589,78.28982544
70.00154114,0.005946587,0.034221782,39.4139061
76.36914825,0.003265228,0.059087054,28.36132622
103.5922775,0.003066964,0.024260397,74.74213409
56.46780777,0.00491496,0.050661315,21.83113098
68.78180695,0.006036988,0.034800244,39.16201401
71.44474792,0.005920676,0.033872635,40.86732101
90.25347137,0.003610213,0.038803718,56.78168869
117.6496964,0.003288532,0.034084871,85.20052338
183.3896637,0.002922743,0.050150346,147.9421692
84.09592438,0.003658259,0.040291909,49.27009201
58.01708984,0.003547014,0.053335463,23.22714615
67.62631226,0.002898437,0.074874128,17.41549873
197.282959,0.003176527,0.074161492,158.954483
57.31984711,0.003590442,0.050505106,23.86282921
73.84597015,0.00369418,0.037251311,41.87987518
113.6043472,0.005315475,0.020764255,82.09537506
116.8530273,0.003073351,0.026597921,86.38712311
70.73387146,0.003256101,0.056956772,26.54650116
58.44631577,0.003262849,0.062169088,19.28352928
102.6916504,0.003310769,0.03057942,72.34929657
50.06819534,0.003793981,0.074592462,12.72195721
168.1501617,0.003127505,0.052493869,129.7192535
209.254776,0.002672946,0.047883071,176.4267578
127.5903854,0.003218461,0.033044654,95.10555267
54.50550079,0.004939228,0.054838153,19.78847504
70.19874573,0.005942266,0.034130041,40.38188553
138.1864014,0.002829546,0.023999499,108.1296616
109.0576401,0.003510556,0.049027755,70.62561798
75.33994293,0.003297317,0.059522202,27.86607361
92.87781525,0.003141659,0.025373658,64.35131836
56.12374878,0.003396925,0.054332405,21.76678085
64.02159882,0.003422294,0.053485002,25.90274048
70.23390198,0.00621533,0.03518406,41.27812958
70.19559479,0.005942558,0.034133662,40.37805939
101.5346756,0.003521937,0.044780235,62.25596237
70.91481018,0.00328092,0.058038123,26.1746769
98.72860718,0.003323481,0.029903931,68.40396881
77.67440796,0.003279596,0.059771181,28.67164803
73.31802368,0.003712717,0.037310735,41.50784302
91.98126221,0.005582251,0.025027048,62.12278748
92.92988586,0.003141032,0.025370579,64.3877182
52.08913422,0.004247289,0.065738539,15.32734013
95.8117218,0.003347157,0.030179759,65.22660828
112.4315186,0.003123177,0.027610914,82.45497894
75.9438858,0.003276272,0.059299127,28.12331581
88.12467194,0.003349297,0.027626984,59.93505096
90.61156464,0.005967122,0.02563496,62.33881378
100.1876831,0.003183528,0.026893482,70.15802765
67.33320618,0.006388129,0.036041282,37.52784348
134.5757904,0.003113895,0.032092811,102.3100662
63.71782684,0.003419537,0.053576575,25.70915222
84.5670166,0.003412219,0.028544489,56.67608643
99.75450897,0.003556788,0.044851502,60.87392426
52.69779587,0.004580399,0.060970395,16.91703606
77.98191833,0.003658844,0.035221757,46.7110672
149.8850403,0.003114804,0.042259428,112.3471527
110.8817673,0.003167256,0.027352033,80.76515198
104.3016052,0.005521975,0.022443379,74.66755676
98.63121033,0.003219121,0.026937881,68.5752182
69.74198151,0.006403691,0.035772889,41.23060608
99.51823425,0.003496589,0.043675146,60.92611694
109.9857635,0.003248473,0.029324798,79.61743164
54.35642242,0.004898096,0.055607436,19.50416946
113.7779846,0.002989828,0.02445684,83.2024765
73.63084412,0.003666976,0.037599312,42.02091217
90.6987381,0.005840532,0.025373388,62.71613693
84.77353668,0.003638473,0.040163666,49.80141068
91.34600067,0.005575996,0.025109108,61.69142151
93.8388443,0.003137317,0.025363081,65.16075134
89.90279388,0.005625495,0.025174574,60.27930832
55.51689148,0.00287426,0.073790828,14.87248516
105.9161301,0.002949276,0.023029046,76.56964874
49.48517609,0.003733902,0.076229822,12.37732506
89.0014267,0.005852303,0.025344874,60.47438812
100.7825012,0.003055519,0.024656763,72.23616028
70.65905762,0.005764036,0.033775967,39.65934753
103.9752884,0.00355754,0.048344263,67.61769104
57.02750015,0.005029692,0.050485798,21.97611427
63.33378601,0.00343347,0.054024992,25.40032005
161.3660278,0.003204194,0.052691493,123.1699753
94.77825165,0.003249372,0.026972801,66.24966431
55.02497101,0.004945262,0.056944994,20.19532967
56.14888763,0.003380181,0.053901672,21.69742012
57.55209732,0.005455607,0.048125137,23.76119041
114.1867371,0.002873548,0.022364105,85.45543671
50.06784821,0.00379382,0.074593315,12.78044891
58.56290817,0.003617182,0.052007952,24.16561127
169.2686615,0.002968712,0.040644896,134.1225891
94.19533539,0.003247123,0.026853742,65.74825287
69.45178223,0.005755532,0.034181905,38.78950882
56.65286255,0.005003521,0.051239086,21.57424164
70.53040314,0.005907378,0.033891047,40.59562302
162.5499878,0.003028918,0.048563935,126.0565643
62.99268723,0.00269096,0.083614643,13.66093922
52.00617981,0.004123107,0.065145006,15.43159962
242.161972,0.002951434,0.080261054,211.4051514
143.9602966,0.002827799,0.025137762,114.564621
57.64493179,0.003109048,0.065725639,17.77233124
63.8224144,0.003505699,0.052808874,26.3068943
56.57935715,0.00525761,0.05007103,22.45581818
93.78569031,0.003137911,0.025366359,65.1233902
89.74541473,0.003609238,0.038511907,56.41521835
69.27414703,0.006059288,0.034066949,39.96568298
57.02719116,0.005030636,0.050486828,21.97389793
101.3048706,0.003049907,0.024699391,72.75662994
91.46214294,0.003237573,0.02651657,63.39191818
50.94935226,0.004080592,0.06814167,14.35509205
104.2929611,0.002975848,0.023163933,75.18873596
55.18092346,0.004976001,0.054536971,20.32746696
158.848465,0.003150639,0.047413649,121.5216217
75.89242554,0.003683989,0.038016071,44.17543411
70.19104767,0.005761782,0.033831581,39.26793671
64.03681946,0.003423291,0.053458834,25.91759682
94.79665375,0.003249043,0.026968089,66.26242828
74.42147827,0.003673588,0.037217473,43.42071915
165.939743,0.00295536,0.046585284,129.3474121
54.51161194,0.004924837,0.055055245,19.69648933
149.4442902,0.003171442,0.048465775,112.3937988
109.8275986,0.00357149,0.050671614,71.15994263
56.42950821,0.005060568,0.051841072,21.76811218
111.5895691,0.003142633,0.027711283,81.7179718
84.42742157,0.003614524,0.040323874,49.4076004
52.86919403,0.004590551,0.060694898,17.05034828
51.47449875,0.004305405,0.066161567,15.21714687
63.90541458,0.003515052,0.052526105,26.46577835
56.51865005,0.004954913,0.050873017,21.84567261
68.73935699,0.006294252,0.035207278,39.42839813
51.58097076,0.004414498,0.067970236,15.54610157
96.14790344,0.003191257,0.027219228,67.4366684
103.2734604,0.003050717,0.02417095,74.84654236
121.9281082,0.003055145,0.025980367,91.80912018
72.50288391,0.003198002,0.06130327,25.17477036
107.8294296,0.003491837,0.048989465,70.64876556
54.95100021,0.004904131,0.056556408,20.1714077
102.2830276,0.003329076,0.030714427,72.0198288
116.5082169,0.003309806,0.033937883,84.24768066
102.1010132,0.003326389,0.030638509,71.09135437
57.10647964,0.003508098,0.051592245,23.1705265
73.96269989,0.003734415,0.038742447,41.70241165
67.04697418,0.002908431,0.075481204,17.15642166
84.47006989,0.003614031,0.040305554,49.44320297
163.3996429,0.003130824,0.050264402,125.3127899
56.30610657,0.005253477,0.050489691,22.21779442
98.66249084,0.003224485,0.027138957,68.51473999
71.07180023,0.005762042,0.033682698,40.27781296
70.38851166,0.006278528,0.033868566,41.4493103
58.33590317,0.003538251,0.052977877,23.47908211
49.51283646,0.003735487,0.075997562,12.2897644
71.89692688,0.003727076,0.038385852,40.44912338
62.38745117,0.002902209,0.073045783,16.54863739
58.48586655,0.003615556,0.052280239,23.9974575
85.4601593,0.003621991,0.040006535,50.3737793
59.24910355,0.003232345,0.06095257,19.88558769
64.67168427,0.003480748,0.05209826,26.90958023
85.95897675,0.003298708,0.063107218,31.74840546
52.70498657,0.004718169,0.062579064,17.20682907
114.9309006,0.003171098,0.02867159,84.75959778
54.94048309,0.004898857,0.056474923,20.15424347
72.1419754,0.003229442,0.061415734,24.94947624
104.9573288,0.003210632,0.028650114,75.3418045
56.29235077,0.005058521,0.052304944,21.5774765
56.81162643,0.003533091,0.052462123,22.99194908
52.09910583,0.004210607,0.065575626,15.29957962
195.2154541,0.002925434,0.048593153,161.7328796
103.5798569,0.005384351,0.022646466,73.58467102
51.32916641,0.004233055,0.066285996,15.28994846
130.1553497,0.003557984,0.06520901,86.99352264
70.97414398,0.006076379,0.033718208,41.29048538
92.39170837,0.005743175,0.024939906,63.94986343
72.01031494,0.003578742,0.034897508,41.85946655
73.28604126,0.003713922,0.037477289,41.38040543
56.69275665,0.005171036,0.052386571,22.22529411
61.0818634,0.003246423,0.058399887,21.38314819
88.43572998,0.003304854,0.063720818,32.60391235
74.00026703,0.003675271,0.037253992,43.06744385
99.71705627,0.003320446,0.029463549,69.05078888
70.19226837,0.006287545,0.034237377,41.00930405
56.04684448,0.0053141,0.053203014,21.80541039
63.34350967,0.002892311,0.071865143,17.02434349
60.84810257,0.003247076,0.05829801,21.33488655
49.4842453,0.003733605,0.076234333,12.37624359
67.64265442,0.002898298,0.074836785,17.42894173
87.32627106,0.003624621,0.03911933,52.26203156
70.00527954,0.005945961,0.034218961,39.42095566
56.76340103,0.005055567,0.051526141,21.95539665
84.13987732,0.003657506,0.040273907,49.30590057
87.90970612,0.003624473,0.039350078,52.65784836
98.86296082,0.003322168,0.029951573,68.51083374
104.1104279,0.003496326,0.046970106,67.73796082
70.90906525,0.003280483,0.058047879,26.1678791
97.82315826,0.005625175,0.023421695,68.04869843
172.8292389,0.002928736,0.040361604,137.5957031
56.27788162,0.003381744,0.053989217,21.71722031
175.8899841,0.002898795,0.040082134,140.7505035
114.1315002,0.003282946,0.034593596,81.58836365
54.99803925,0.004948687,0.054572072,20.10079956
147.3424988,0.003147752,0.042451893,109.8836288
56.90338898,0.004984606,0.050252385,22.26032639
73.70420837,0.003689737,0.037355239,42.19247055
57.13919067,0.003524444,0.052112958,23.23875809
55.93093491,0.005123005,0.052227721,21.69060135
62.90591812,0.00289208,0.072445732,16.78769302
91.57058716,0.005779704,0.025162637,63.27428436
90.33872986,0.005861274,0.025499018,62.42597961
91.48651886,0.003236976,0.02650953,63.41082001
106.496994,0.003256061,0.028519116,76.62100983
56.71036911,0.004932804,0.050402778,21.99668312
55.92606354,0.003352574,0.057754097,20.4214077
70.382164,0.006279363,0.033874468,41.44390488
146.5417938,0.003170961,0.046555098,109.7395554
89.22317505,0.003312585,0.027386615,60.77545166
56.04202271,0.00534528,0.053205874,21.87238503
192.2626038,0.003174336,0.071030111,153.9205627
63.73305511,0.003420179,0.053550831,25.72359276
110.6454544,0.003165567,0.027813091,80.93037415
59.23864746,0.003580066,0.051386953,24.6274128
94.55638885,0.003230076,0.027503632,66.1574173
169.050705,0.002971279,0.040644755,133.9068451
113.8035889,0.003512443,0.051301003,74.25737
70.52832031,0.006192222,0.0342957,41.44158554
73.89962769,0.003689925,0.037416678,42.30341721
52.00702667,0.004145541,0.065430275,15.43120956
99.01953125,0.003343863,0.031363907,67.92769623
71.90084076,0.006293816,0.03379976,42.43108368
69.83592987,0.003288268,0.057378255,26.10672188
146.294754,0.003120746,0.040890123,108.9659729
82.46535492,0.003672892,0.040527522,47.9229393
135.5496216,0.003082321,0.032026913,103.1737976
108.349762,0.003540763,0.049234921,70.03736115
103.4422455,0.005573003,0.022541562,74.00282288
69.19908142,0.006313805,0.03504777,39.89286423
117.1707687,0.00329088,0.033920516,84.7640152
144.374176,0.003149351,0.041109565,107.1639328
55.75112152,0.003349818,0.057661584,20.39269066
55.8988266,0.005176222,0.052028605,21.54145622
144.5326538,0.003147563,0.041104482,107.3076324
109.4790573,0.003504082,0.047736844,71.37252808
73.33207703,0.003710145,0.037660581,41.80616379
56.85691071,0.004955279,0.050090725,22.26073456
64.99008179,0.003483648,0.051929127,27.15095329
51.47464371,0.004304892,0.066152743,15.27596569
82.49771881,0.00367237,0.04051239,47.94739532
63.52997971,0.003427942,0.053685249,25.59931755
56.91487122,0.005176703,0.05206833,22.38975525
200.4608917,0.002910372,0.051958385,166.1231537
64.64873505,0.003479739,0.05213434,26.88818169
99.48510742,0.003497234,0.04368126,60.90081024
56.65139389,0.005000979,0.051245375,21.57459641
75.68823242,0.003265595,0.059829552,27.58391571
95.12128448,0.005689729,0.023644843,66.0646286
71.22101593,0.003231079,0.060677331,25.70042038
54.34674835,0.004915771,0.055401518,19.60771751
98.83627319,0.00311011,0.024738236,70.7805481
83.70259094,0.003619311,0.040392424,48.77826691
78.5572052,0.003278657,0.05927917,29.32813454
97.60002899,0.003552699,0.043791006,59.62044144
126.2898941,0.003162498,0.032970565,93.99836731
70.43801117,0.006153389,0.036057003,41.27217865
163.6427612,0.003128317,0.050272286,125.5475693
97.02024078,0.003400496,0.031677903,66.24784851
101.381424,0.003351078,0.030855843,70.4574585
68.72208405,0.006395763,0.035374905,39.28447723
51.66651535,0.004130587,0.065847852,15.2250576
92.39613342,0.003165323,0.025541711,63.94774246
54.00033951,0.005032849,0.058175149,19.0768013
69.83880615,0.006445466,0.036168504,41.22297668
55.01506042,0.004939853,0.054860922,20.0359211
